,131,Algeria,-96,F,Homosexual acts result in 2 months to 2 years in prison and a fine. Possession of homosexual materials earns up to 2 years in prison and a fine.,NO LGBTQ+ PROTECTIONS,NO LGBTQ+ PROTECTIONS,NO LGBTQ+ PROTECTIONS,NO LGBTQ+ PROTECTIONS,NO LGBTQ+ PROTECTIONS,0-25%,NO LGBTQ+ PROTECTIONS,"Punishments range from jail time to the death penalty","Laws prevent the discussion of Pro-LGBTQ+ issues"
,130,Tunisia,-95,F,"Sodomy and homosexual acts both between men and women result in 3 years in prison. Public Indecency earns up to 6 months and a fine.",NO LGBTQ+ PROTECTIONS,NO LGBTQ+ PROTECTIONS,NO LGBTQ+ PROTECTIONS,NO LGBTQ+ PROTECTIONS,NO LGBTQ+ PROTECTIONS,0-25%,NO LGBTQ+ PROTECTIONS,"Punishments range from jail time to the death penalty","Laws prevent the discussion of Pro-LGBTQ+ issues"
,129,Ethiopia,-94,F,"Same-sex relations are outlawed. Homosexual and other indecent acts result in up to 15 years in prison.",NO LGBTQ+ PROTECTIONS,NO LGBTQ+ PROTECTIONS,NO LGBTQ+ PROTECTIONS,NO LGBTQ+ PROTECTIONS,NO LGBTQ+ PROTECTIONS,0-25%,NO LGBTQ+ PROTECTIONS,"Punishments range from jail time to the death penalty","Laws prevent the discussion of Pro-LGBTQ+ issues"
,128,Barbados,-93,F,"Buggery earns life in prison. 'Serious indecency' defined as any homosexual act results in 10 years in prison.",NO LGBTQ+ PROTECTIONS,"Protection for Sexual Orientation Only",NO LGBTQ+ PROTECTIONS,NO LGBTQ+ PROTECTIONS,NO LGBTQ+ PROTECTIONS,0-25%,NO LGBTQ+ PROTECTIONS,"Punishments range from jail time to the death penalty","Laws prevent the discussion of Pro-LGBTQ+ issues"
,127,Sri Lanka,-91,F,"Homosexual intercourse results in up to 10 years in prison plus a fine. Gross indecency receives 2 years prison and/or a fine.",NO LGBTQ+ PROTECTIONS,NO LGBTQ+ PROTECTIONS,NO LGBTQ+ PROTECTIONS,NO LGBTQ+ PROTECTIONS,NO LGBTQ+ PROTECTIONS,0-25%,NO LGBTQ+ PROTECTIONS,"Punishments range from jail time to the death penalty","Laws prevent the discussion of Pro-LGBTQ+ issues"
,126,Pakistan,-89,F,"Same-sex relations are outlawed. Homosexual intercourse can result in life in prison or 2 to 10 years in prison with a fine.",NO LGBTQ+ PROTECTIONS,NO LGBTQ+ PROTECTIONS,NO LGBTQ+ PROTECTIONS,NO LGBTQ+ PROTECTIONS,NO LGBTQ+ PROTECTIONS,0-25%,"Legal to change gender but it requires sex reassignment surgery","Punishments range from jail time to the death penalty","Laws prevent the discussion of Pro-LGBTQ+ issues"
,125,Kenya,-84,F,Homosexual intercourse between males earns 14 years in prison. Homosexual acts between males earn 5 years in prison.,NO LGBTQ+ PROTECTIONS,NO LGBTQ+ PROTECTIONS,NO LGBTQ+ PROTECTIONS,NO LGBTQ+ PROTECTIONS,NO LGBTQ+ PROTECTIONS,26-50%,NO LGBTQ+ PROTECTIONS,"Punishments range from jail time to the death penalty","Laws prevent the discussion of Pro-LGBTQ+ issues"
,124,St. Lucia,-75,F,"Non-consensual buggery or anal intercourse receives life in prison. Consensual buggery earns 10 years. Attempted buggery results in 5 years in prison.",NO LGBTQ+ PROTECTIONS,"Protection for Sexual Orientation Only",NO LGBTQ+ PROTECTIONS,Limited Protections,NO LGBTQ+ PROTECTIONS,0-25%,NO LGBTQ+ PROTECTIONS,"Punishments range from jail time to the death penalty","Laws prevent the discussion of Pro-LGBTQ+ issues"
,122,Uzbekistan,-70,F,"Same-sex relations are outlawed. Consensual intercourse between men results in up to 3 years imprisonment.",NO LGBTQ+ PROTECTIONS,NO LGBTQ+ PROTECTIONS,NO LGBTQ+ PROTECTIONS,NO LGBTQ+ PROTECTIONS,NO LGBTQ+ PROTECTIONS,0-25%,NO LGBTQ+ PROTECTIONS,"Punishments range from jail time to the death penalty",
,122,Lebanon,-70,F,Homosexual relations earn up to 1 year in prison. A breach of modesty results in up to 1 year in prison plus a fine.,NO LGBTQ+ PROTECTIONS,NO LGBTQ+ PROTECTIONS,NO LGBTQ+ PROTECTIONS,NO LGBTQ+ PROTECTIONS,NO LGBTQ+ PROTECTIONS,0-25%,"Legal to change gender but it requires sex reassignment surgery","Punishments range from jail time to the death penalty","Laws prevent the discussion of Pro-LGBTQ+ issues"
,121,Senegal,-66,F,"Homosexual acts result in up to 5 years imprisonment with a fine of 100,000 to 1,500,000 CFA (US $170 to $2,600).",NO LGBTQ+ PROTECTIONS,NO LGBTQ+ PROTECTIONS,NO LGBTQ+ PROTECTIONS,NO LGBTQ+ PROTECTIONS,NO LGBTQ+ PROTECTIONS,0-25%,NO LGBTQ+ PROTECTIONS,"Punishments range from jail time to the death penalty",
,120,Cameroon,-60,F,"Same-sex relations are outlawed. Homosexual acts result in 6 months to 5 years in prison plus a fine between 20,000 to 200,000 CFA (US $35 and $350).",NO LGBTQ+ PROTECTIONS,NO LGBTQ+ PROTECTIONS,NO LGBTQ+ PROTECTIONS,NO LGBTQ+ PROTECTIONS,NO LGBTQ+ PROTECTIONS,0-25%,NO LGBTQ+ PROTECTIONS,"Punishments range from jail time to the death penalty"
,119,Zimbabwe,-53,F,"Same-sex relations are outlawed. Homosexual acts including sodomy result in up to 1 year in prison and/or a fine.",NO LGBTQ+ PROTECTIONS,NO LGBTQ+ PROTECTIONS,NO LGBTQ+ PROTECTIONS,NO LGBTQ+ PROTECTIONS,NO LGBTQ+ PROTECTIONS,0-25%,NO LGBTQ+ PROTECTIONS,"Punishments range from jail time to the death penalty",
,118,Ghana,-51,F,"Same-sex relations are outlawed in Ghana. Unnatural carnal knowledge or homosexual acts, result in up to 3 years imprisonment.",NO LGBTQ+ PROTECTIONS,NO LGBTQ+ PROTECTIONS,NO LGBTQ+ PROTECTIONS,NO LGBTQ+ PROTECTIONS,NO LGBTQ+ PROTECTIONS,0-25%,NO LGBTQ+ PROTECTIONS,"Punishments range from jail time to the death penalty",
,117,Eswatini,-46,F,Same-sex relations are outlawed in Eswatini. Sodomy is criminalized though the sentence is not specified.,NO LGBTQ+ PROTECTIONS,NO LGBTQ+ PROTECTIONS,NO LGBTQ+ PROTECTIONS,NO LGBTQ+ PROTECTIONS,NO LGBTQ+ PROTECTIONS,0-25%,NO LGBTQ+ PROTECTIONS,"Punishments range from jail time to the death penalty",
,116,Togo,-45,F,"Homosexual acts result in up to 3 years in prison with a fine between 100,000 and CFA 500,000 (US $170 and $870).",NO LGBTQ+ PROTECTIONS,NO LGBTQ+ PROTECTIONS,NO LGBTQ+ PROTECTIONS,NO LGBTQ+ PROTECTIONS,NO LGBTQ+ PROTECTIONS,0-25%,NO LGBTQ+ PROTECTIONS,"Punishments range from jail time to the death penalty"
,115,Iraq,-37,F,"The public broadcasting of pro-LGBTQ+ songs or statements results in up to 1 year in prison and a fine.",NO LGBTQ+ PROTECTIONS,NO LGBTQ+ PROTECTIONS,NO LGBTQ+ PROTECTIONS,NO LGBTQ+ PROTECTIONS,NO LGBTQ+ PROTECTIONS,0-25%,NO LGBTQ+ PROTECTIONS,,"Laws prevent the discussion of Pro-LGBTQ+ issues"
,114,Jordan,-30,F,"Homosexual public acts incompatible with modesty receive up to 6 months in prison and a fine, though homosexuality is not criminalized.",NO LGBTQ+ PROTECTIONS,NO LGBTQ+ PROTECTIONS,NO LGBTQ+ PROTECTIONS,NO LGBTQ+ PROTECTIONS,NO LGBTQ+ PROTECTIONS,0-25%,NO LGBTQ+ PROTECTIONS,,"Laws prevent the discussion of Pro-LGBTQ+ issues"
,113,Rwanda,-29,F,,NO LGBTQ+ PROTECTIONS,NO LGBTQ+ PROTECTIONS,NO LGBTQ+ PROTECTIONS,NO LGBTQ+ PROTECTIONS,NO LGBTQ+ PROTECTIONS,0-25%,Illegal,,
,112,Cote D'Ivoire,-16,F,,NO LGBTQ+ PROTECTIONS,NO LGBTQ+ PROTECTIONS,NO LGBTQ+ PROTECTIONS,NO LGBTQ+ PROTECTIONS,NO LGBTQ+ PROTECTIONS,0-25%,Illegal,,
,111,Bahrain,-15,F,"Pro-LGBTQ+ organizations are banned, though homosexuality has been decriminalized.",NO LGBTQ+ PROTECTIONS,NO LGBTQ+ PROTECTIONS,NO LGBTQ+ PROTECTIONS,NO LGBTQ+ PROTECTIONS,NO LGBTQ+ PROTECTIONS,0-25%,"Legal to change gender but it requires sex reassignment surgery",,"Laws prevent the discussion of Pro-LGBTQ+ issues"
,110,Russia,-1,F,"Pro-LGBTQ+ organizations are met with legal repercussions and the promotion of non-traditional sexual relationships among minors is prohibited.",NO LGBTQ+ PROTECTIONS,NO LGBTQ+ PROTECTIONS,NO LGBTQ+ PROTECTIONS,NO LGBTQ+ PROTECTIONS,NO LGBTQ+ PROTECTIONS,0-25%,"Legal to change gender but it requires sex reassignment surgery",,"Laws prevent the discussion of Pro-LGBTQ+ issues"
,109,Kazakhstan,-1,F,"Though homosexuality has been decriminalized, pro-LGBTQ+ organizations are banned.",NO LGBTQ+ PROTECTIONS,NO LGBTQ+ PROTECTIONS,NO LGBTQ+ PROTECTIONS,NO LGBTQ+ PROTECTIONS,NO LGBTQ+ PROTECTIONS,0-25%,"Legal to change gender but it requires sex reassignment surgery",,"Laws prevent the discussion of Pro-LGBTQ+ issues"
,108,Indonesia,1,D-,"While homosexuality is not illegal all broadcasting companies are prohibited from representing sexual and gender diversity in men.",NO LGBTQ+ PROTECTIONS,NO LGBTQ+ PROTECTIONS,NO LGBTQ+ PROTECTIONS,NO LGBTQ+ PROTECTIONS,NO LGBTQ+ PROTECTIONS,0-25%,"Legal to change gender but it requires sex reassignment surgery",,"Laws prevent the discussion of Pro-LGBTQ+ issues"
,107,Namibia,6,D-,"Sodomy and ""unnatural sexual offenses between men,"" are illegal but the sentence is not specified.",NO LGBTQ+ PROTECTIONS,NO LGBTQ+ PROTECTIONS,NO LGBTQ+ PROTECTIONS,NO LGBTQ+ PROTECTIONS,NO LGBTQ+ PROTECTIONS,26-50%,"Legal to change gender but it requires sex reassignment surgery","Punishments range from jail time to the death penalty",
,106,Azerbaijan,7,D-,,NO LGBTQ+ PROTECTIONS,NO LGBTQ+ PROTECTIONS,NO LGBTQ+ PROTECTIONS,NO LGBTQ+ PROTECTIONS,NO LGBTQ+ PROTECTIONS,0-25%,"Legal to change gender but it requires sex reassignment surgery",,
,105,China,15,D-,Pro-LGBTQ+ organizations are not illegal but are subject to penalty and are not supported by the government.,NO LGBTQ+ PROTECTIONS,NO LGBTQ+ PROTECTIONS,NO LGBTQ+ PROTECTIONS,NO LGBTQ+ PROTECTIONS,NO LGBTQ+ PROTECTIONS,0-25%,"Legal to change gender but it requires sex reassignment surgery",,"Laws prevent the discussion of Pro-LGBTQ+ issues"
,104,Mauritius,19,D-,"Sodom defined as anal sexual intercourse results in between 2 and 5 years in prison.",NO LGBTQ+ PROTECTIONS,"Protection for Sexual Orientation Only",Broad Protections,NO LGBTQ+ PROTECTIONS,NO LGBTQ+ PROTECTIONS,26-50%,NO LGBTQ+ PROTECTIONS,"Punishments range from jail time to the death penalty",
,103,Singapore,20,D-,"Same-sex relations are outlawed. ""Gross indecency,"" defined as homosexual acts, results in up to 2 years in prison.",NO LGBTQ+ PROTECTIONS,NO LGBTQ+ PROTECTIONS,NO LGBTQ+ PROTECTIONS,Limited Protections,NO LGBTQ+ PROTECTIONS,51-75%,"Legal to change gender but it requires sex reassignment surgery","Punishments range from jail time to the death penalty",
,101,Tajikistan,25,D-,,NO LGBTQ+ PROTECTIONS,NO LGBTQ+ PROTECTIONS,NO LGBTQ+ PROTECTIONS,NO LGBTQ+ PROTECTIONS,NO LGBTQ+ PROTECTIONS,0-25%,"Legal to change gender but it requires sex reassignment surgery",,
,101,Belize,25,D-,,NO LGBTQ+ PROTECTIONS,NO LGBTQ+ PROTECTIONS,NO LGBTQ+ PROTECTIONS,NO LGBTQ+ PROTECTIONS,NO LGBTQ+ PROTECTIONS,0-25%,"Legal to change gender but it requires sex reassignment surgery",,
,100,Kyrgyzstan,30,D-,,NO LGBTQ+ PROTECTIONS,NO LGBTQ+ PROTECTIONS,NO LGBTQ+ PROTECTIONS,NO LGBTQ+ PROTECTIONS,NO LGBTQ+ PROTECTIONS,0-25%,"Legal to change gender but it requires sex reassignment surgery",,
,99,Guatemala,36,D,,NO LGBTQ+ PROTECTIONS,NO LGBTQ+ PROTECTIONS,NO LGBTQ+ PROTECTIONS,NO LGBTQ+ PROTECTIONS,NO LGBTQ+ PROTECTIONS,26-50%,"Legal to change gender but it requires sex reassignment surgery",,
,98,Laos,37,D,,NO LGBTQ+ PROTECTIONS,NO LGBTQ+ PROTECTIONS,NO LGBTQ+ PROTECTIONS,NO LGBTQ+ PROTECTIONS,NO LGBTQ+ PROTECTIONS,26-50%,"Legal to change gender but it requires sex reassignment surgery",,
,97,Paraguay,40,D,,NO LGBTQ+ PROTECTIONS,NO LGBTQ+ PROTECTIONS,NO LGBTQ+ PROTECTIONS,NO LGBTQ+ PROTECTIONS,NO LGBTQ+ PROTECTIONS,26-50%,"Legal to change gender but it requires sex reassignment surgery",,
,96,Macao,40,D,,NO LGBTQ+ PROTECTIONS,NO LGBTQ+ PROTECTIONS,NO LGBTQ+ PROTECTIONS,NO LGBTQ+ PROTECTIONS,NO LGBTQ+ PROTECTIONS,0-25%,"Legal to change gender without sex reassignment surgery",,
,95,Philippines,44,D,,NO LGBTQ+ PROTECTIONS,Limited Protections,Limited Protections,NO LGBTQ+ PROTECTIONS,NO LGBTQ+ PROTECTIONS,51-75%,Illegal,,
,93,Turkey,48,D,,NO LGBTQ+ PROTECTIONS,NO LGBTQ+ PROTECTIONS,NO LGBTQ+ PROTECTIONS,NO LGBTQ+ PROTECTIONS,NO LGBTQ+ PROTECTIONS,0-25%,"Legal to change gender but it requires sex reassignment surgery",,
,93,Dominican Republic,48,D,,NO LGBTQ+ PROTECTIONS,Limited Protections,NO LGBTQ+ PROTECTIONS,NO LGBTQ+ PROTECTIONS,NO LGBTQ+ PROTECTIONS,26-50%,NO LGBTQ+ PROTECTIONS,,
,89,Turks and Caicos,50,D,,NO LGBTQ+ PROTECTIONS,"Protection for Sexual Orientation Only",Broad Protections,NO LGBTQ+ PROTECTIONS,NO LGBTQ+ PROTECTIONS,0-25%,NO LGBTQ+ PROTECTIONS,,
,89,The Bahamas,50,D,,NO LGBTQ+ PROTECTIONS,NO LGBTQ+ PROTECTIONS,NO LGBTQ+ PROTECTIONS,NO LGBTQ+ PROTECTIONS,NO LGBTQ+ PROTECTIONS,0-25%,"Legal to change gender without sex reassignment surgery",,
,89,Monaco,50,D,,NO LGBTQ+ PROTECTIONS,NO LGBTQ+ PROTECTIONS,NO LGBTQ+ PROTECTIONS,Hate Crimes,NO LGBTQ+ PROTECTIONS,0-25%,NO LGBTQ+ PROTECTIONS,,
,89,CURAÇAO,50,D,,NO LGBTQ+ PROTECTIONS,"Protection for Sexual Orientation Only",Broad Protections,NO LGBTQ+ PROTECTIONS,NO LGBTQ+ PROTECTIONS,0-25%,NO LGBTQ+ PROTECTIONS,,
,88,Belarus,53,D,,NO LGBTQ+ PROTECTIONS,NO LGBTQ+ PROTECTIONS,NO LGBTQ+ PROTECTIONS,NO LGBTQ+ PROTECTIONS,NO LGBTQ+ PROTECTIONS,0-25%,"Legal to change gender without sex reassignment surgery",,
,87,Vietnam,54,D,,NO LGBTQ+ PROTECTIONS,NO LGBTQ+ PROTECTIONS,NO LGBTQ+ PROTECTIONS,NO LGBTQ+ PROTECTIONS,NO LGBTQ+ PROTECTIONS,26-50%,"Legal to change gender but it requires sex reassignment surgery",,
,85,Poland,61,D,,NO LGBTQ+ PROTECTIONS,"Protection for Sexual Orientation Only",NO LGBTQ+ PROTECTIONS,NO LGBTQ+ PROTECTIONS,NO LGBTQ+ PROTECTIONS,26-50%,"Legal to change gender but it requires sex reassignment surgery",,
,85,Cayman Islands,61,D,,"Civil Union or Partnership",NO LGBTQ+ PROTECTIONS,NO LGBTQ+ PROTECTIONS,NO LGBTQ+ PROTECTIONS,"Joint & Second-Parent Adoption",0-25%,NO LGBTQ+ PROTECTIONS,,
,83,Armenia,64,D,,"Foreign Marriages Recognized",NO LGBTQ+ PROTECTIONS,NO LGBTQ+ PROTECTIONS,NO LGBTQ+ PROTECTIONS,NO LGBTQ+ PROTECTIONS,0-25%,"Legal to change gender without sex reassignment surgery",,
,83,Panama,64,D,,NO LGBTQ+ PROTECTIONS,NO LGBTQ+ PROTECTIONS,NO LGBTQ+ PROTECTIONS,NO LGBTQ+ PROTECTIONS,NO LGBTQ+ PROTECTIONS,26-50%,"Legal to change gender but it requires sex reassignment surgery",,
,82,India,65,D,,NO LGBTQ+ PROTECTIONS,NO LGBTQ+ PROTECTIONS,NO LGBTQ+ PROTECTIONS,NO LGBTQ+ PROTECTIONS,NO LGBTQ+ PROTECTIONS,26-50%,"Legal to change gender but it requires sex reassignment surgery",,
,81,Ukraine,73,D+,,NO LGBTQ+ PROTECTIONS,"Protection for Sexual Orientation Only",NO LGBTQ+ PROTECTIONS,NO LGBTQ+ PROTECTIONS,NO LGBTQ+ PROTECTIONS,0-25%,"Legal to change gender without sex reassignment surgery",,
,79,Sint Maarten,75,D+,,NO LGBTQ+ PROTECTIONS,"Protection for Sexual Orientation Only",Broad Protections,Incitement,NO LGBTQ+ PROTECTIONS,0-25%,NO LGBTQ+ PROTECTIONS,,
,79,Seychelles,75,D+,,NO LGBTQ+ PROTECTIONS,"Protection for Sexual Orientation Only",NO LGBTQ+ PROTECTIONS,NO LGBTQ+ PROTECTIONS,NO LGBTQ+ PROTECTIONS,0-25%,"Legal to change gender without sex reassignment surgery",,
,78,Trinidad and Tobago,79,D+,,NO LGBTQ+ PROTECTIONS,NO LGBTQ+ PROTECTIONS,NO LGBTQ+ PROTECTIONS,NO LGBTQ+ PROTECTIONS,NO LGBTQ+ PROTECTIONS,26-50%,"Legal to change gender without sex reassignment surgery",,
,77,Lesotho,80,D+,,NO LGBTQ+ PROTECTIONS,NO LGBTQ+ PROTECTIONS,NO LGBTQ+ PROTECTIONS,NO LGBTQ+ PROTECTIONS,NO LGBTQ+ PROTECTIONS,26-50%,"Legal to change gender without sex reassignment surgery",,
,76,Japan,83,D+,,NO LGBTQ+ PROTECTIONS,Limited Protections,Limited Protections,NO LGBTQ+ PROTECTIONS,NO LGBTQ+ PROTECTIONS,26-50%,"Legal to change gender but it requires sex reassignment surgery",,
,75,Venezuela,84,D+,,NO LGBTQ+ PROTECTIONS,"Protection for Sexual Orientation Only",NO LGBTQ+ PROTECTIONS,NO LGBTQ+ PROTECTIONS,NO LGBTQ+ PROTECTIONS,26-50%,"Legal to change gender but it requires sex reassignment surgery",,
,74,Northern Mariana Island,85,D+,,NO LGBTQ+ PROTECTIONS,Limited Protections,NO LGBTQ+ PROTECTIONS,NO LGBTQ+ PROTECTIONS,"Joint & Second-Parent Adoption",0-25%,"Legal to change gender but it requires sex reassignment surgery",,
,73,Mozambique,87,D+,"Pro-LGBTQ+ organizations are banned, though homosexuality was decriminalized in 2014.",NO LGBTQ+ PROTECTIONS,"Protection for Sexual Orientation Only",NO LGBTQ+ PROTECTIONS,NO LGBTQ+ PROTECTIONS,NO LGBTQ+ PROTECTIONS,26-50%,"Legal to change gender without sex reassignment surgery",,"Laws prevent the discussion of Pro-LGBTQ+ issues"
